PROGRAM NUMBER,PROGRAM NAME,STREET ADDRESS,CITY,STATE,ZIP CODE,COUNTY,PHONE,EMAIL,PROGRAM TYPE,SUTQ RATING,LICENSE/CERTIFICATION/REGISTRATION BEGIN DATE,LICENSE/CERTIFICATION/REGISTRATION END DATE,ADMINISTRATOR 1 NAME,ADMINISTRATOR 2 NAME,ADMINISTRATOR 3 NAME,PFCC AGREEMENT
1000018746,ENON PRIMARY SCHOOL,120 S XENIA DR,ENON,OH,45323,CLARK,937-325-7671,test@oclqs.org,Licensed School-Based Preschool,3,2013-08-27,,,,,N
2230029091,ENRICHED MINDS LEARNING ACADEMY,6418 WIEHE RD,CINCINNATI,OH,45237,HAMILTON,614-592-5604,enrichedminds.learningacademy@gmail.com,Licensed Type B Family Child Care Home,0,2024-04-22,,,,,Y
203068,EPIPHANY LUTHERAN PRESCHOOL,6430 FAR HILLS AVE,CENTERVILLE,OH,45459,MONTGOMERY,937-433-8715,hphillips@epiphanydayton.org,Licensed Child Care Center,0,1992-09-11,,HEATHER PHILLIPS,,,N
2230027675,EPIPHANY LUTHERAN PRESCHOOL,268 HILL RD. N.,PICKERINGTON,OH,43147,FAIRFIELD,614-328-6900,elp@epiphany-lutheran.com,Licensed Child Care Center,0,2023-08-21,,Diana Elaine Schroeder,,,N
500933,EPWORTH EARLY LEARNING CENTER,3077 VALLEYVIEW DRIVE,TOLEDO,OH,43615,LUCAS,419-531-7632,jessica@epworth.com,Licensed Child Care Center,3,1982-09-10,,Jessica Brant,,,Y
100684,EPWORTH NURSERY SCHOOL,3061 LINCOLN WAY WEST,MASSILLON,OH,44646,STARK,330-832-7271,epworthtl@hotmail.com,Licensed Child Care Center,3,1977-10-31,,THERESA LEMON,,,Y
2210025074,EQUITY NEIGHBORHOOD SCHOOL CENTER,1923 W THIRD ST,DAYTON,OH,45417,MONTGOMERY,937-716-1098,administrator@daytonequity.org,Licensed Child Care Center,1,2021-11-15,,Ashton Dupler,,,Y
206093,ERDMAN CENTER FOR EARLY LEARNING,789 N. NELSON AVENUE,WILMINGTON,OH,45177,CLINTON,937-382-5624,taylarummer@clintoncap.org,Licensed Child Care Center,3,2004-02-02,,Tayla Rummer,Cathy Crowe,Robin Crone,Y
2230028507,ERDMAN EARLY LEARNING CENTER SITE B,717 N. NELSON AVE.,WILMINGTON,OH,45177,CLINTON,937-382-8365,cathycrowe@clintoncap.org,Licensed Child Care Center,0,2023-09-04,,Tayla Rummer,Cathy Crowe,Teresa Borden,Y
2210025282,ERICA'S LEARNING AND CHILDCARE,706 PROSPECT STREET,BEREA,OH,44017,CUYAHOGA,440-376-4376,ericaslearningandchildcare@gmail.com,Licensed Type A Family Child Care Home,2,2021-12-23,,,,,Y
953653114,"ERICSON, MARETHA",780 LEETONIA CIRCLE,MARION,OH,43302,MARION,740-361-7196,marethaericson@gmail.com,Licensed Type B Family Child Care Home,2,2014-01-01,,,,,Y
2230029122,ERZULIE YOUTH HOME LLC,2066 CONNECTICUT DR,CINCINNATI,OH,45224,HAMILTON,513-801-3895,erzuliehomellc@gmail.com,Licensed Type B Family Child Care Home,0,2024-04-12,,,,,Y
1180018088,ESC FAIRLAND PS,10732 COUNTY ROAD 107,PROCTORVILLE,OH,45669,LAWRENCE,,test@oclqs.org,Licensed School-Based Preschool,3,2018-08-20,,,,,N
1000017988,ESC LAKE ERIE WEST EARLY CHILDHOOD PROGRAM AT WESTWOOD,3939 WRENWOOD RD,TOLEDO,OH,43623,LUCAS,419-473-3442,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
1170015849,ESC OF LAKE ERIE WEST EARLY CHILDHOOD - MONCLOVA,8035 MONCLOVA RD,MONCLOVA,OH,43542,LUCAS,419-246-3075,test@oclqs.org,Licensed School-Based Preschool,3,2017-08-21,,,,,N
1000019809,ESC OF LAKE ERIE WEST EARLY CHILDHOOD PROGRAM AT UNION,102 E BROADWAY ST,MAUMEE,OH,43537,LUCAS,419-246-3120,,Licensed School-Based Preschool,3,2012-08-24,,,,,Y
1190020318,ESCUELA SMART ACADEMY,617 WESTERN AVE,TOLEDO,OH,43609,LUCAS,419-671-0350,test@oclqs.org,Licensed School-Based Preschool,3,2019-08-22,,,,,Y
2200021429,ESCUELITA DE OHIO CITY,3919 LORAIN AVE,CLEVELAND,OH,44113,CUYAHOGA,216-651-9678,escuelitadeohiocity@gmail.com,Licensed Child Care Center,1,2020-06-04,,Yesenia Muniz,,,Y
959746822,"ESPENSCHIED, KRIS",523 FAIR AVE. NW,NEW PHILADELPHIA,OH,44663,TUSCARAWAS,330-343-1505,k.e.childcare@gmail.com,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
205323,ESSENTIAL LEARNING ACADEMY,142 KINSEY AVENUE,CINCINNATI,OH,45219,HAMILTON,513-241-7093,tesheia@fuse.net,Licensed Type A Family Child Care Home,1,2002-05-16,,TESHEIA THOMAS,,,Y
406618,ESTHER JETTER PRESCHOOL AT MT. VERNON NAZARENE UNIV.,800 MARTINSBURG RD.,MOUNT VERNON,OH,43050,KNOX,740-397-6862,preschool@mvnu.edu,Licensed Child Care Center,0,2000-09-05,,Kelly Gumm,,,N
2250031979,ETHOS CHILDCARE CENTER,6861 BALE KENYON RD,LEWIS CENTER,OH,43035,DELAWARE,614-394-8140,vinnie@ethosoh.com,Licensed Child Care Center,0,2025-06-01,2026-05-31,Christina Beck,,,N
2250031913,"ETYC(ENJOY TEACHING YOUNG CHILDREN) ACADEMY LLC,",2725 W. THIRD ST.,DAYTON,OH,45417,MONTGOMERY,937-271-5526,etycacademy23@yahoo.com,Licensed Type B Family Child Care Home,0,2025-04-23,2026-04-22,,,,Y
2240029574,EUCLID EARLY ENRICHMENT CENTER,22683 EUCLID AVE.,EUCLID,OH,44117,CUYAHOGA,440-855-9882,euclidearlyenrichmentctr@gmail.com,Licensed Child Care Center,2,2024-08-05,,Tonda Naylor,Lachell Naylor,,Y
300674,EUCLID EDU-CARE DEVELOPMENT CENTER,4386 MAYFIELD RD.,SOUTH EUCLID,OH,44121,CUYAHOGA,216-505-5897,educarekidsse@gmail.com,Licensed Child Care Center,3,2012-03-27,,Tenora Edwards,Tabitha Brown,,Y
1000018521,EUCLID PARK ELEMENTARY SCHOOL,17914 EUCLID AVE,CLEVELAND,OH,44112,CUYAHOGA,216-920-1855,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
1000019929,EUCLID SCHOOLS EARLY LEARNING VILLAGE,27000 ELINORE AVE,EUCLID,OH,44132,CUYAHOGA,216-797-4360,test@oclqs.org,Licensed School-Based Preschool,3,2011-10-22,,,,,Y
2170014348,EVANSTON RECREATION CENTER,3204 WOODBURN AVE,CINCINNATI,OH,45207,HAMILTON,513-861-9417,derriahna.chatman@cincinnati-oh.gov,Licensed Child Care Center,1,2018-03-07,,Desmond Harvey,Derriahna Chatman,,Y
1000017724,EVENDALE ELEMENTARY SCHOOL,3940 GLENDALE MILFORD RD,CINCINNATI,OH,45241,HAMILTON,513-864-1200,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
2200023414,EVENING & MORNING CHILD CARE SERVICES,9149 HILL ROAD SOUTH,PICKERINGTON,OH,43147,FAIRFIELD,614-382-4801,contact@eveningandmorningchildcareservices.com,Licensed Type A Family Child Care Home,3,2021-04-29,,Leisa Benton,,,Y
400934,EVERGREEN CHILD DEVELOPMENT CENTER,710 COLEGATE DRIVE,MARIETTA,OH,45750,WASHINGTON,740-568-1920,abeardmore@mhsystem.org,Licensed Child Care Center,3,2015-07-27,,AMY BEARDMORE,,,Y
401697,EVERGREEN CHILDREN'S CENTER INC.,2659 DAYTON-XENIA RD,BEAVERCREEK,OH,45434,GREENE,937-426-6674,mom2finnick@gmail.com,Licensed Child Care Center,0,1981-11-12,,Hannah Logan,Courtney Card,,N
1000020474,EVERGREEN ELEMENTARY SCHOOL,14844 COUNTY ROAD 6,METAMORA,OH,43540,FULTON,419-644-9221,test@oclqs.org,Licensed School-Based Preschool,3,2014-08-18,,,,,N
2230028614,EVERSOLE RUN MIDDLE SCHOOL - DUBLIN LATCHKEY,9015 GARDENIA DRIVE,PLAIN CITY,OH,43064,UNION,614-793-0871,wtstillings@gmail.com,Licensed Child Care Center,0,2023-09-18,,Hope Watson,Jeff Polhemus,,N
930070482,"EVERSON, STACEY",919 VINE STREET,RACINE,OH,45771,MEIGS,740-416-6263,staceystaats@yahoo.com,Licensed Type B Family Child Care Home,0,2016-02-11,,,,,Y
2230028582,EVERY LITTLE STEP CHILDCARE,1916 JOFFRE AVE,TOLEDO,OH,43607,LUCAS,419-322-1024,keniecet@gmail.com,Licensed Type B Family Child Care Home,0,2023-12-04,,,,,Y
2240030844,EVERYDAY LEARNING CENTER,1140 WEST RIVER RD N,ELYRIA,OH,44035,LORAIN,440-458-0903,admin@everydaylearningcenter.org,Licensed Child Care Center,0,2025-01-19,,courtney capers,,,Y
1000018923,EWING SCHOOL,1701 COLEGATE DR,MARIETTA,OH,45750,WASHINGTON,740-373-3781,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
2210023970,EXCEL ACADEMY,24600 LAKE SHORE BLVD,EUCLID,OH,44123,CUYAHOGA,216-647-8778,excelacademy24600@gmail.com,Licensed Child Care Center,1,2021-05-14,,Tony Williams,TONY WILLIAMS,,Y
2190019930,EXCEL DAYCADEMY,373 FULLER ST,AKRON,OH,44306,SUMMIT,330-208-3020,mm50states@gmail.com,Licensed Type B Family Child Care Home,1,2019-09-30,,,,,Y
306167,EXCELL EARLY LEARNING CENTER,3031 MONTICELLO,CLEVELAND HTS,OH,44118,CUYAHOGA,216-321-5224,excellkids@gmail.com,Licensed Child Care Center,3,2003-11-13,,SIMONE DEAN,,,Y
2240030417,EXCELL LEARNING CENTER II,4050 MONTICELLO BLVD.,CLEVELAND HTS,OH,44121,CUYAHOGA,216-906-2298,excellkids@gmail.com,Licensed Child Care Center,0,2025-01-06,,Kelly Linen,,,Y
204525,EXPLORATIONS CHILD ENRICHMENT CENTER,242 N MAIN ST,CENTERVILLE,OH,45459,MONTGOMERY,937-434-1935,childcare@explorationscenterville.com,Licensed Child Care Center,0,1998-08-21,,Alyssa Hay,Colin Foster,LINDA FOSTER,N
2200021890,EXPLORE ME A STORY ~ MINDFUL NATURE PRESCHOOL,1185 PLEASANTVILLE RD,LANCASTER,OH,43130,FAIRFIELD,740-215-8530,exploremeastory@gmail.com,Licensed Child Care Center,0,2020-08-17,,Joanna Johns,,,N
2200021998,EXPLORING EXCELLENCE LEARNING CENTER CORP.,1769 CARLL ST.,CINCINNATI,OH,45225,HAMILTON,513-364-2291,exploringexcellencelearning@gmail.com,Licensed Child Care Center,3,2020-07-27,,Ebony Blye,Angela Blye,,Y
2260033309,EXPLORING MINDS,28916 EUCLID AVE,WICKLIFFE,OH,44092,LAKE,216-356-8006,marquisespy21@gmail.com,Registered Day Camp or Approved Day Camp,0,2026-02-10,,,,,N
946715711,EXPLOSION BALLOON CHILD CARE ACADEMY LLC,5418 ARCHMERE AVE.,CLEVELAND,OH,44144,CUYAHOGA,216-926-8363,irmariediazchildcarecenter@gmail.com,Licensed Type B Family Child Care Home,1,2016-11-01,,,,,Y
503826,EXTENDED HOLMES FAMILY CHILD CARE,5545 SAN JUAN DR,TOLEDO,OH,43612,LUCAS,419-478-4373,ehfcc@yahoo.com,Licensed Type A Family Child Care Home,3,2007-12-14,,KJELLI HOLMES,,,Y
2180018503,EYES OF WONDER LEARNING CENTER,2195 BEAVER VALLEY RD.,FAIRBORN,OH,45324,GREENE,937-879-9565,eyes.wonderlc@gmail.com,Licensed Child Care Center,3,2018-09-17,,Stefanie Ley,,,Y
2200022780,EZ STEPS CHILDCARE LLC,1690 BURLINGTON AVE,COLUMBUS,OH,43227,FRANKLIN,404-516-6519,epugh1014@gmail.com,Licensed Type B Family Child Care Home,1,2020-11-23,,,,,Y
100430,FAIR PLAY,4150 BELDEN VILLAGE ST NW,CANTON,OH,44718,STARK,234-458-8082,starisles@yahoo.com,Licensed Child Care Center,3,2016-10-26,,Darice Tucker,STARLETT ISLES,,Y
107170,FAIR PLAY FAMILY CENTER LLC,344 GAIL AVE NE,MASSILLON,OH,44646,STARK,330-832-7529,starisles@yahoo.com,Licensed Child Care Center,3,2010-03-01,,STARLETT ISLES,SATAIRIA ISLES,,Y
2240030831,FAIR PLAY FAMILY CENTER LLC.,1350 CHERRY AVE NE,CANTON,OH,44714,STARK,330-915-6010,starisles@yahoo.com,Licensed Child Care Center,3,2024-08-30,,Michelle Wiggins,Starlett Isles Burns,,Y
1000017189,FAIRBANKS ELEMENTARY SCHOOL,11140 STATE ROUTE 38,MILFORD CENTER,OH,43045,UNION,937-349-9000,mlotycz@fairbanks.k12.oh.us,Licensed School-Age Child Care,0,2015-08-20,,,,,N
200532,FAIRBORN PRESCHOOL AND DAY CARE,100 N BROAD ST,FAIRBORN,OH,45324,GREENE,937-878-4461,fairbornpreschoolanddaycare@gmail.com,Licensed Child Care Center,0,1971-11-02,,Hannah Osment,,,N
1000018800,FAIRBORN PRIMARY SCHOOL,63 W FUNDERBURG RD,FAIRBORN,OH,45324,GREENE,937-878-3961,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
1000020117,FAIRCREST MEMORIAL ELEMENTARY PRESCHOOL,616 FAIRCREST ST SW,CANTON,OH,44706,STARK,,,Licensed School-Based Preschool,3,2013-11-22,,,,,N
205672,FAIRFIELD CHILD DEVELOPMENT CENTER,140 DONALD DRIVE,FAIRFIELD,OH,45014,BUTLER,513-858-6999,fairfieldcdc@fuse.net,Licensed Child Care Center,0,2002-08-29,,Rebecca Hartman,,,N
1000018744,FAIRFIELD CHRISTIAN ACADEMY,1965 N COLUMBUS ST,LANCASTER,OH,43130,FAIRFIELD,740-654-2889,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
1000018743,FAIRFIELD CHRISTIAN ACADEMY,1965 N COLUMBUS ST,LANCASTER,OH,43130,FAIRFIELD,740-654-2889,test@oclqs.org,Licensed School-Age Child Care,0,2011-09-24,,,,,N
1000018665,FAIRFIELD EAST ELEMENTARY SCHOOL,6711 MORRIS RD,HAMILTON,OH,45011,BUTLER,513-737-5000,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
2250032853,FAIRFIELD EDUCATION CENTERS - BROADWAY,2325 BROADWAY AVENUE,LORAIN,OH,44052,LORAIN,440-288-3400,fecenters@gmail.com,Licensed Child Care Center,3,2025-11-30,2026-11-29,Constancia Figueroa,,,Y
2250032380,FAIRFIELD EDUCATION CENTERS - BRUNSWICK,3889 CENTER ROAD,BRUNSWICK,OH,44212,MEDINA,330-460-3007,fecenters@gmail.com,Licensed Child Care Center,0,2026-02-01,2027-01-31,Jacqueline Januszewski,,,N
2250032382,FAIRFIELD EDUCATION CENTERS - MIDDLE,416 MIDDLE AVENUE,ELYRIA,OH,44035,LORAIN,440-406-8048,fecenters@gmail.com,Licensed Child Care Center,0,2025-10-05,2026-10-04,Andrea Drochak,,,Y
1000018136,FAIRFIELD EDUCATIONAL BUILDING,1748 HAPPY VALLEY DR,FAIRFIELD,OH,45014,BUTLER,513-829-3390,amy@fairfieldchildcare.com,Licensed School-Age Child Care,2,2011-09-24,,,,,Y
1000018135,FAIRFIELD EDUCATIONAL BUILDING,1748 HAPPY VALLEY DR,FAIRFIELD,OH,45014,BUTLER,513-829-3390,amy@fairfieldchildcare.com,Licensed School-Based Preschool,2,2011-09-24,,,,,Y
404884,FAIRFIELD ELEMENTARY Y CLUB,13000 COVENTRY AVE NW,PICKERINGTON,OH,43147,FAIRFIELD,614-834-9622,eric.woxman@ymcacolumbus.org,Licensed Child Care Center,1,1994-12-30,,Kristin Woolwine,,,Y
1210024362,FAIRFIELD LOCAL ELEMENTARY SCHOOL,11611 STATE ROUTE 771,LEESBURG,OH,45135,HIGHLAND,,test@oclqs.org,Licensed School-Based Preschool,3,2021-08-11,,,,,N
1250032003,FAIRFIELD SOUTH ELEMENTARY SCHOOL,5460 BIBURY RD,FAIRFIELD,OH,45014,BUTLER,,,Licensed School-Based Preschool,0,2025-08-01,2026-07-31,,,,N
1000018749,FAIRFIELD WEST ELEMENTARY SCHOOL,4700 RIVER RD,FAIRFIELD,OH,45014,BUTLER,513-868-3021,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1200021814,FAIRHAVEN EARLY LEARNING ACADEMY,510 ELM STREET,LONDON,OH,43140,MADISON,,test@oclqs.org,Licensed School-Based Preschool,3,2020-08-20,,,,,N
1000018673,FAIRHAVEN SCHOOL,420 LINCOLN WAY,NILES,OH,44446,TRUMBULL,,,Licensed School-Based Preschool,3,2011-09-24,,,,,N
100723,FAIRHOPE PRESCHOOL,5660 LOUISVILLE ST NE,LOUISVILLE,OH,44641,STARK,330-875-3090,fairhope.preschool@yahoo.com,Licensed Child Care Center,3,1976-10-04,,Stephanie Carpico,,,Y
1210025251,FAIRLAWN ELEMENTARY SCHOOL,18800 JOHNSTON RD,SIDNEY,OH,45365,SHELBY,,test@oclqs.org,Licensed School-Age Child Care,0,2021-10-14,,,,,N
1000019163,FAIRLAWN ELEMENTARY SCHOOL,18800 JOHNSTON RD,SIDNEY,OH,45365,SHELBY,937-492-5930,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
104220,FAIRLAWN KINDER CARE #1518,4050 EMBASSY PARKWAY,FAIRLAWN,OH,44333,SUMMIT,330-665-4108,301518@klcorp.com,Licensed Child Care Center,3,1997-01-22,,Amanda Traynor,,,Y
104288,FAIRLAWN LUTHERAN PRESCHOOL,3415 W MARKET ST,FAIRLAWN,OH,44333,SUMMIT,330-864-7724,flschool@fairlawnlutheran.org,Licensed Child Care Center,0,1997-08-01,,Katie Bungard,,,N
107079,FAIRLAWN VILLAGE PRESCHOOL,3300 MOREWOOD RD,FAIRLAWN,OH,44333,SUMMIT,330-867-4915,cindy-visca@sbcglobal.net,Licensed Child Care Center,0,2009-05-22,,denise graf,,,N
300188,FAIRLAWN WEST PRESCHOOL,2095 W MARKET ST,AKRON,OH,44313,SUMMIT,330-864-4685,preschool@fairlawnwest.org,Licensed Child Care Center,0,1970-11-02,,Megan Gossett,Beth Adams,,N
1000019394,FAIRLESS SCHOOL,12000 NAVARRE RD SW,NAVARRE,OH,44662,STARK,330-492-8136,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
1170015116,FAIRMOOR ELEMENTARY SCHOOL,3281 MAYFAIR PARK PL,COLUMBUS,OH,43213,FRANKLIN,,test@oclqs.org,Licensed School-Based Preschool,3,2017-09-05,,,,,N
302722,FAIRMOUNT COOPERATIVE PRESCHOOL,2757 FAIRMOUNT BLVD,CLEVELAND HTS,OH,44118,CUYAHOGA,216-402-5434,admin@fairmountcoop.org,Licensed Child Care Center,0,1986-09-02,,Beth Zednik,,,N
1000018487,FAIRMOUNT EARLY CHILDHOOD CENTER,24601 FAIRMOUNT BLVD,BEACHWOOD,OH,44122,CUYAHOGA,216-292-2344,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
2250031430,FAIRVIEW EARLY LEARNING CENTER,22985 LORAIN ROAD,FAIRVIEW PARK,OH,44126,CUYAHOGA,440-716-1500,ruky2@yahoo.co.uk,Licensed Child Care Center,0,2025-04-13,2026-04-12,Rukayatu Saka,,,Y
1000018556,FAIRVIEW ELEMENTARY SCHOOL,2314 ELSMERE AVE,DAYTON,OH,45406,MONTGOMERY,937-542-4590,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1000017743,FAIRVIEW NWOESC,14060 BLOSSER RD,SHERWOOD,OH,43556,DEFIANCE,419-899-2454,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,N
1000018768,FAIRWAY SCHOOL,1650 E SOUTHERN AVE,BUCYRUS,OH,44820,CRAWFORD,123-456-7891,test@oclqs.org,Licensed School-Based Preschool,0,2011-09-24,,,,,N
2230028997,FAIRWOOD 21ST CENTURY,1670 EAST MAIN STREET,COLUMBUS,OH,43205,FRANKLIN,614-804-3261,norman.brown@juno.com,Licensed Child Care Center,0,2024-10-14,,Shelia Yarborough,,,N
1000019195,FAIRWOOD ALTERNATIVE ELEMENTARY SCHOOL,726 FAIRWOOD AVE,COLUMBUS,OH,43205,FRANKLIN,,test@oclqs.org,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
1000018294,FAIRWOOD ELEMENTARY SCHOOL,281 FAIR AVENUE,HAMILTON,OH,45011,BUTLER,513-868-5610,,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
400530,FAITH COMMUNITY CHILDCARE,192 SOUTH 2ND STREET,BYESVILLE,OH,43723,GUERNSEY,740-630-3093,katemarsh2000@yahoo.com,Licensed Child Care Center,1,2013-06-05,,MELISSA DYER,,,Y
202010,FAITH COMMUNITY PRESCHOOL,8230 COX RD,WEST CHESTER,OH,45069,BUTLER,513-777-2726,mindi.williams@faithcommunityumc.org,Licensed Child Care Center,0,1986-10-31,,Melinda Williams,,,N
402704,FAITH EARLY LEARNING ACADEMY,2610 W FAIR AVE,LANCASTER,OH,43130,FAIRFIELD,740-653-1358,cclarke@faithm.ch,Licensed Child Care Center,0,1988-08-29,,Carrie Clarke,,,N
2180018661,FAITH EARLY LEARNING CENTER,2045 E. CENTRAL AVE.,MIAMISBURG,OH,45342,MONTGOMERY,937-847-8542,faithearlylearningcenterllc@gmail.com,Licensed Child Care Center,3,2018-11-05,,Karaline Hassell,,,Y
2170012481,FAITH FAMILY EARLY LEARNING CENTER,8200 FREEDOM AVE,NORTH CANTON,OH,44720,STARK,330-526-7366,lyannuzzo@faithfamilyoh.com,Licensed Child Care Center,3,2017-06-07,,LORI YANNUZZO,Traci DeBerte,,Y
103950,FAITH FRIENDS PRESCHOOL & LEARNING CENTER,300 9TH ST NW,NORTH CANTON,OH,44720,STARK,330-499-1780,gberry@faithumchurch.org,Licensed Child Care Center,0,1995-09-22,,Grace Goff,,,N
308214,FAITH HOUSE DAY CARE/PRESCHOOL,2283 NORTH RIDGE RD,SHEFFIELD TWNSH,OH,44055,LORAIN,440-277-4444,safehousedaycare@centurytel.net,Licensed Child Care Center,2,2008-09-29,,Zoe Martin,MARSHA MARTIN,,Y
2190019430,FAITH LOVE HOPE,2528 CANTERBURY AVE,CINCINNATI,OH,45237,HAMILTON,513-803-3136,britjanai@aol.com,Licensed Type B Family Child Care Home,2,2020-03-25,,,,,Y
400914,FAITH LUTHERAN CHRISTIAN PRESCHOOL,170 MANSFIELD AVE,MT VERNON,OH,43050,KNOX,740-397-5701,flc.preschool@gmail.com,Licensed Child Care Center,0,1977-01-13,,JOLENE GOETZMAN,,,N
101552,FAITH LUTHERAN PRESCHOOL,2726 W. MARKET STREET,AKRON,OH,44333,SUMMIT,330-836-8827,preschool@faithlutheranchurch.org,Licensed Child Care Center,0,1984-08-27,,DINEEN DOWLING,,,N
300160,FAITH LUTHERAN PRESCHOOL - AVON,2265 GARDEN DRIVE,AVON,OH,44011,LORAIN,440-934-2465,faithpreschoolavon@gmail.com,Licensed Child Care Center,0,1975-12-15,,MICHELE HERNER,,,N
200914,FAITH PRESCHOOL,5555 CHAMBERSBURG RD,HUBER HEIGHTS,OH,45424,MONTGOMERY,937-233-4771,faithpreschool5555@gmail.com,Licensed Child Care Center,0,1979-05-15,,Kelley L Britt Preschool,,,N
403122,FAITH UNITED METHODIST EDUCARE,15 W COLUMBUS ST,CANAL WINCHESTE,OH,43110,FRANKLIN,614-837-3668,faitheducare1@gmail.com,Licensed Child Care Center,0,1989-04-27,,Christina Cuddihy,,,N
2220025847,FAITHFUL SCHOLARS ENRICHMENT,280 EAST 206TH STREET,EUCLID,OH,44123,CUYAHOGA,440-221-3045,faithfulscholars2022@gmail.com,Licensed Child Care Center,3,2022-05-31,,Charlee Robinson,,,Y
984988903,"FAMBLE, ANDREA",3830 VINE ST APT 2,CINCINNATI,OH,45217,HAMILTON,513-751-8604,andrea_famble@yahoo.com,Licensed Type B Family Child Care Home,1,2014-01-01,,,,,Y
410516,FAMILY CHILD CARE AND DEVELOPMENT CENTER,8571 ST RT 335,MINFORD,OH,45653,SCIOTO,740-820-2273,mrsmiesterboerger@yahoo.com,Licensed Child Care Center,1,2010-04-29,,MIRANDA BOERGER,,,Y
2190020145,FAMILY DAYCARE,1581 SUMMIT ROAD #52,CINCINNNATI,OH,45237,HAMILTON,513-304-5647,anna.frazier20@yahoo.com,Licensed Type B Family Child Care Home,1,2020-07-23,,,,,Y
2250031907,FAMILY FIRST EARLY LEARNING CENTER,8233 ST RT 73,HILLSBORO,OH,45133,HIGHLAND,513-628-5265,familyfirstelc@gmail.com,Licensed Child Care Center,0,2025-07-16,2026-07-15,Stephanie Williams,,,Y
2240030987,FAMILY FOREVER CHILDCARE AND TUTORIAL AGENCY,1588 CREIGHTON AVE,AKRON,OH,44310,SUMMIT,330-696-3920,familyforevercta@gmail.com,Licensed Child Care Center,0,2025-02-14,,Ashanti Smith,,,Y
2250031850,FAMILY HOUSE LEARNING CENTER,669 INDIANA AVE,TOLEDO,OH,43604,LUCAS,419-242-5505,development@familyhousetoledo.org,Licensed Child Care Center,0,2025-07-25,2026-07-24,Johnathan Nichols,,,Y
1000018606,FAMILY LEARNING CTR-SENTINEL,793 E TOWNSHIP ROAD 201,TIFFIN,OH,44883,SENECA,419-448-1212,,Licensed School-Based Preschool,3,2011-09-24,,,,,Y
2230028822,FAMILY MATTERS LEARNING CENTER LLC,34 TRIANGLE CIRCLE DR.,CINCINNATI,OH,45246,HAMILTON,513-328-0512,info@familymatterslearningcenter.com,Licensed Child Care Center,0,2024-04-12,,Makisha Miller,,Maria Ellington,Y
200746,FAMILY MONTESSORI OF LEBANON,220 EAST MAIN STREET,LEBANON,OH,45036,WARREN,513-800-8023,familymontessoristaff@gmail.com,Licensed Child Care Center,0,2014-09-02,,TINA EVANS,,,N
2180018936,FAMILY TRADITIONS FAMILY CHILD CARE,4108 HIGH STREET,RICHFIELD,OH,44286,SUMMIT,330-903-0511,dmtreubig@aol.com,Licensed Type B Family Child Care Home,0,2019-06-24,,,,,N
2180019097,FAMILY TREE LEARNING CENTER,4481 EAST DUBLIN GRANVILLE ROAD,WESTERVILLE,OH,43081,FRANKLIN,614-423-7550,familytreelearning1@gmail.com,Licensed Child Care Center,1,2019-04-22,,ASHLEY KELLEY,Mary Cardenas,,Y
408258,FARLEY SQUARE HEAD START,1221 FARLEY COURT,PORTSMOUTH,OH,45662,SCIOTO,740-353-4992,ssloan@sciotoheadstart.com,Licensed Child Care Center,0,2004-08-26,,Tina Langford,,,N
2230028080,FARMHOUSE FRIENDS,4132 CRANE RD,TIPP CITY,OH,45371,MIAMI,740-508-1586,steffthatcher@outlook.com,Licensed Type B Family Child Care Home,0,2023-12-11,,,,,N
203949,FARMVIEW MONTESSORI GARDEN,3401 HAMILTON MASON RD,HAMILITON,OH,45011,BUTLER,513-737-9555,info@farmviewmontessori.org,Licensed Child Care Center,0,1994-09-02,,David Harding,,,N
305513,FATIMA CHILD ENRICHMENT CENTER,6600 LEXINGTON AVENUE,CLEVELAND,OH,44103,CUYAHOGA,216-391-0505,nebowling@ccdocle.org,Licensed Child Care Center,3,2000-10-02,,Shanda Flood-Hairston,Natisha Bowling,,Y
2180018708,FATY DAYCARE,"11898 HELMSBURG CT,",CINCINNATI,OH,45240,HAMILTON,513-418-7362,fatykt91@gmail.com,Licensed Type B Family Child Care Home,1,2020-02-11,,,,,Y
